account_id,company_name,industry,amount,days_overdue,payment_history_score,shipment_volume_30d,shipment_volume_change_30d,express_ratio,destination_diversity,email_opened,contact_attempts,dispute_flag,customer_tenure_months,region,outcome
ACC0226,Surya Constructions,Construction,2560000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,South,0
ACC0227,Rapid Enterprises,Food & Beverage,127000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,East,1
ACC0228,Vijay Exports,E-commerce,3640000,42,0.90,153,0.46,0.90,40,TRUE,1,FALSE,80,West,1
ACC0229,InfoEdge Textiles Pvt Ltd,Textile,224000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,Central,0
ACC0230,Global Solutions,Technology,87000,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,North,1
ACC0231,Bharat Manufacturing,Manufacturing,1630000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,South,0
ACC0232,Zenith Traders,Retail,113000,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,East,1
ACC0233,Red Pharma,Healthcare,570000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,West,1
ACC0234,Lakshmi Constructions,Construction,2760000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,North,0
ACC0235,Tata Enterprises Pvt Ltd,Food & Beverage,121000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,South,1
ACC0236,Aditya Exports,E-commerce,3760000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,East,1
ACC0237,National Textiles,Textile,207000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,West,0
ACC0238,Blue Tech,Technology,88500,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,Central,1
ACC0239,Ganesh Manufacturing,Manufacturing,1530000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,North,0
ACC0240,Reliance Logistics,Retail,114500,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,South,1
ACC0241,Apex Pharma,Healthcare,535000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,East,1
ACC0242,Surya Constructions,Construction,2660000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,West,0
ACC0243,Rapid Enterprises,Food & Beverage,130000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,North,1
ACC0244,Vijay Exports,E-commerce,3540000,43,0.88,146,0.44,0.89,39,TRUE,1,FALSE,79,South,1
ACC0245,InfoEdge Textiles,Textile,221000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,East,0
ACC0246,Global Solutions,Technology,83500,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,West,1
ACC0247,Bharat Manufacturing Pvt Ltd,Manufacturing,1570000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,Central,0
ACC0248,Zenith Traders,Retail,111500,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,North,1
ACC0249,Red Pharma,Healthcare,550000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,South,1
ACC0250,Lakshmi Constructions,Construction,2860000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,East,0
ACC0251,Tata Enterprises,Food & Beverage,124000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,West,1
ACC0252,Aditya Exports,E-commerce,3860000,40,0.92,162,0.49,0.92,42,TRUE,0,FALSE,83,North,1
ACC0253,National Textiles,Textile,214000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,South,0
ACC0254,Blue Tech,Technology,90500,34,0.81,63,0.20,0.77,18,TRUE,1,FALSE,51,East,1
ACC0255,Ganesh Manufacturing,Manufacturing,1670000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,West,0
ACC0256,Reliance Logistics Pvt Ltd,Retail,116500,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,Central,1
ACC0257,Apex Pharma,Healthcare,595000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,North,1
ACC0258,Surya Constructions,Construction,2580000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,South,0
ACC0259,Rapid Enterprises,Food & Beverage,128000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,East,1
ACC0260,Vijay Exports,E-commerce,3660000,42,0.90,153,0.46,0.90,40,TRUE,1,FALSE,80,West,1
ACC0261,InfoEdge Textiles,Textile,226000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,North,0
ACC0262,Global Solutions,Technology,87500,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,South,1
ACC0263,Bharat Manufacturing,Manufacturing,1640000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,East,0
ACC0264,Zenith Traders,Retail,113500,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,West,1
ACC0265,Red Pharma,Healthcare,575000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,Central,1
ACC0266,Lakshmi Constructions,Construction,2780000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,North,0
ACC0267,Tata Enterprises,Food & Beverage,122000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,South,1
ACC0268,Aditya Exports Pvt Ltd,E-commerce,3780000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,East,1
ACC0269,National Textiles,Textile,208000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,West,0
ACC0270,Blue Tech,Technology,89000,33,0.80,61,0.19,0.78,18,TRUE,1,FALSE,50,North,1
ACC0271,Ganesh Manufacturing,Manufacturing,1540000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,South,0
ACC0272,Reliance Logistics,Retail,115000,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,East,1
ACC0273,Apex Pharma,Healthcare,540000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,West,1
ACC0274,Surya Constructions,Construction,2680000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,Central,0
ACC0275,Rapid Enterprises,Food & Beverage,131000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,North,1
ACC0276,Vijay Exports,E-commerce,3560000,43,0.88,147,0.44,0.89,39,TRUE,1,FALSE,79,South,1
ACC0277,InfoEdge Textiles Pvt Ltd,Textile,223000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,East,0
ACC0278,Global Solutions,Technology,84000,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,West,1
ACC0279,Bharat Manufacturing,Manufacturing,1580000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,North,0
ACC0280,Zenith Traders,Retail,112000,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,South,1
ACC0281,Red Pharma,Healthcare,555000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,East,1
ACC0282,Lakshmi Constructions,Construction,2880000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,West,0
ACC0283,Tata Enterprises,Food & Beverage,125000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,Central,1
ACC0284,Aditya Exports,E-commerce,3880000,40,0.92,161,0.49,0.92,42,TRUE,0,FALSE,83,North,1
ACC0285,National Textiles,Textile,216000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,South,0
ACC0286,Blue Tech,Technology,91000,34,0.81,63,0.20,0.77,18,TRUE,1,FALSE,51,East,1
ACC0287,Ganesh Manufacturing,Manufacturing,1680000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,West,0
ACC0288,Reliance Logistics,Retail,117000,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,North,1
ACC0289,Apex Pharma Pvt Ltd,Healthcare,600000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,South,1
ACC0290,Surya Constructions,Construction,2600000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,East,0
ACC0291,Rapid Enterprises,Food & Beverage,129000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,West,1
ACC0292,Vijay Exports,E-commerce,3680000,42,0.90,153,0.46,0.90,40,TRUE,1,FALSE,80,Central,1
ACC0293,InfoEdge Textiles,Textile,228000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,North,0
ACC0294,Global Solutions,Technology,88000,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,South,1
ACC0295,Bharat Manufacturing,Manufacturing,1650000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,East,0
ACC0296,Zenith Traders,Retail,114000,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,West,1
ACC0297,Red Pharma,Healthcare,580000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,North,1
ACC0298,Lakshmi Constructions,Construction,2800000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,South,0
ACC0299,Tata Enterprises Pvt Ltd,Food & Beverage,123000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,East,1
ACC0300,Aditya Exports,E-commerce,3800000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,West,1
ACC0301,National Textiles,Textile,209000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,Central,0
ACC0302,Blue Tech,Technology,89500,33,0.80,61,0.19,0.78,18,TRUE,1,FALSE,50,North,1
ACC0303,Ganesh Manufacturing,Manufacturing,1550000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,South,0
ACC0304,Reliance Logistics,Retail,115500,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,East,1
ACC0305,Apex Pharma,Healthcare,545000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,West,1
ACC0306,Surya Constructions,Construction,2700000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,North,0
ACC0307,Rapid Enterprises,Food & Beverage,132000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,South,1
ACC0308,Vijay Exports Pvt Ltd,E-commerce,3580000,43,0.88,147,0.44,0.89,39,TRUE,1,FALSE,79,East,1
ACC0309,InfoEdge Textiles,Textile,225000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,West,0
ACC0310,Global Solutions,Technology,84500,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,Central,1
ACC0311,Bharat Manufacturing,Manufacturing,1590000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,North,0
ACC0312,Zenith Traders,Retail,112500,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,South,1
ACC0313,Red Pharma,Healthcare,560000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,East,1
ACC0314,Lakshmi Constructions,Construction,2900000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,West,0
ACC0315,Tata Enterprises,Food & Beverage,126000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,North,1
ACC0316,Aditya Exports,E-commerce,3900000,40,0.92,162,0.49,0.92,42,TRUE,0,FALSE,83,South,1
ACC0317,National Textiles,Textile,218000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,East,0
ACC0318,Blue Tech,Technology,91500,34,0.81,63,0.20,0.77,18,TRUE,1,FALSE,51,West,1
ACC0319,Ganesh Manufacturing,Manufacturing,1690000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,Central,0
ACC0320,Reliance Logistics,Retail,117500,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,North,1
ACC0321,Apex Pharma Pvt Ltd,Healthcare,605000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,South,1
ACC0322,Surya Constructions,Construction,2620000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,East,0
ACC0323,Rapid Enterprises,Food & Beverage,130000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,West,1
ACC0324,Vijay Exports,E-commerce,3700000,42,0.90,153,0.46,0.90,40,TRUE,1,FALSE,80,North,1
ACC0325,InfoEdge Textiles,Textile,230000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,South,0
ACC0326,Global Solutions,Technology,88500,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,East,1
ACC0327,Bharat Manufacturing,Manufacturing,1660000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,West,0
ACC0328,Zenith Traders,Retail,114500,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,Central,1
ACC0329,Red Pharma,Healthcare,585000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,North,1
ACC0330,Lakshmi Constructions,Construction,2820000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,South,0
ACC0331,Tata Enterprises,Food & Beverage,124000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,East,1
ACC0332,Aditya Exports Pvt Ltd,E-commerce,3820000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,West,1
ACC0333,National Textiles,Textile,210000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,North,0
ACC0334,Blue Tech,Technology,90000,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,South,1
ACC0335,Ganesh Manufacturing,Manufacturing,1560000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,East,0
ACC0336,Reliance Logistics,Retail,116000,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,West,1
ACC0337,Apex Pharma,Healthcare,550000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,Central,1
ACC0338,Surya Constructions,Construction,2720000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,North,0
ACC0339,Rapid Enterprises,Food & Beverage,133000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,South,1
ACC0340,Vijay Exports,E-commerce,3600000,43,0.88,147,0.44,0.89,39,TRUE,1,FALSE,79,East,1
ACC0341,InfoEdge Textiles,Textile,227000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,West,0
ACC0342,Global Solutions,Technology,85000,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,North,1
ACC0343,Bharat Manufacturing Pvt Ltd,Manufacturing,1600000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,South,0
ACC0344,Zenith Traders,Retail,113000,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,East,1
ACC0345,Red Pharma,Healthcare,565000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,West,1
ACC0346,Lakshmi Constructions,Construction,2920000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,Central,0
ACC0347,Tata Enterprises,Food & Beverage,127000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,North,1
ACC0348,Aditya Exports,E-commerce,3920000,40,0.92,162,0.49,0.92,42,TRUE,0,FALSE,83,South,1
ACC0349,National Textiles,Textile,220000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,East,0
ACC0350,Blue Tech,Technology,92000,34,0.81,63,0.20,0.77,18,TRUE,1,FALSE,51,West,1
ACC0351,Ganesh Manufacturing,Manufacturing,1700000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,North,0
ACC0352,Reliance Logistics,Retail,118000,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,South,1
ACC0353,Apex Pharma,Healthcare,610000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,East,1
ACC0354,Surya Constructions,Construction,2640000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,West,0
ACC0355,Rapid Enterprises,Food & Beverage,131000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,Central,1
ACC0356,Vijay Exports Pvt Ltd,E-commerce,3720000,42,0.90,153,0.46,0.90,40,TRUE,1,FALSE,80,North,1
ACC0357,InfoEdge Textiles,Textile,232000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,South,0
ACC0358,Global Solutions,Technology,89000,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,East,1
ACC0359,Bharat Manufacturing,Manufacturing,1670000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,West,0
ACC0360,Zenith Traders,Retail,115000,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,North,1
ACC0361,Red Pharma,Healthcare,590000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,South,1
ACC0362,Lakshmi Constructions,Construction,2840000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,East,0
ACC0363,Tata Enterprises,Food & Beverage,125000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,West,1
ACC0364,Aditya Exports,E-commerce,3840000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,Central,1
ACC0365,National Textiles,Textile,211000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,North,0
ACC0366,Blue Tech,Technology,90500,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,South,1
ACC0367,Ganesh Manufacturing Pvt Ltd,Manufacturing,1570000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,East,0
ACC0368,Reliance Logistics,Retail,116500,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,West,1
ACC0369,Apex Pharma,Healthcare,555000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,North,1
ACC0370,Surya Constructions,Construction,2740000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,South,0
ACC0371,Rapid Enterprises,Food & Beverage,134000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,East,1
ACC0372,Vijay Exports,E-commerce,3620000,43,0.88,147,0.44,0.89,39,TRUE,1,FALSE,79,West,1
ACC0373,InfoEdge Textiles,Textile,229000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,Central,0
ACC0374,Global Solutions,Technology,85500,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,North,1
ACC0375,Bharat Manufacturing,Manufacturing,1610000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,South,0
ACC0376,Zenith Traders Pvt Ltd,Retail,113500,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,East,1
ACC0377,Red Pharma,Healthcare,570000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,West,1
ACC0378,Lakshmi Constructions,Construction,2940000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,North,0
ACC0379,Tata Enterprises,Food & Beverage,128000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,South,1
ACC0380,Aditya Exports,E-commerce,3940000,40,0.92,162,0.49,0.92,42,TRUE,0,FALSE,83,East,1
ACC0381,National Textiles,Textile,222000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,West,0
ACC0382,Blue Tech,Technology,92500,34,0.81,64,0.20,0.77,18,TRUE,1,FALSE,51,Central,1
ACC0383,Ganesh Manufacturing,Manufacturing,1710000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,North,0
ACC0384,Reliance Logistics,Retail,118500,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,South,1
ACC0385,Apex Pharma,Healthcare,615000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,East,1
ACC0386,Surya Constructions,Construction,2660000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,West,0
ACC0387,Rapid Enterprises,Food & Beverage,132000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,North,1
ACC0388,Vijay Exports,E-commerce,3740000,42,0.90,154,0.46,0.90,40,TRUE,1,FALSE,80,South,1
ACC0389,InfoEdge Textiles Pvt Ltd,Textile,234000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,East,0
ACC0390,Global Solutions,Technology,89500,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,West,1
ACC0391,Bharat Manufacturing,Manufacturing,1680000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,North,0
ACC0392,Zenith Traders,Retail,115500,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,South,1
ACC0393,Red Pharma,Healthcare,595000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,East,1
ACC0394,Lakshmi Constructions,Construction,2860000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,West,0
ACC0395,Tata Enterprises,Food & Beverage,126000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,Central,1
ACC0396,Aditya Exports,E-commerce,3860000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,North,1
ACC0397,National Textiles,Textile,212000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,South,0
ACC0398,Blue Tech,Technology,91000,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,East,1
ACC0399,Ganesh Manufacturing,Manufacturing,1580000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,West,0
ACC0400,Reliance Logistics Pvt Ltd,Retail,117000,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,North,1
ACC0401,Apex Pharma,Healthcare,560000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,South,1
ACC0402,Surya Constructions,Construction,2760000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,East,0
ACC0403,Rapid Enterprises,Food & Beverage,135000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,West,1
ACC0404,Vijay Exports,E-commerce,3640000,43,0.88,148,0.44,0.89,39,TRUE,1,FALSE,79,Central,1
ACC0405,InfoEdge Textiles,Textile,231000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,North,0
ACC0406,Global Solutions,Technology,86000,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,South,1
ACC0407,Bharat Manufacturing,Manufacturing,1620000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,East,0
ACC0408,Zenith Traders,Retail,114000,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,West,1
ACC0409,Red Pharma,Healthcare,575000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,North,1
ACC0410,Lakshmi Constructions,Construction,2960000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,South,0
ACC0411,Tata Enterprises,Food & Beverage,129000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,East,1
ACC0412,Aditya Exports,E-commerce,3960000,40,0.92,163,0.49,0.92,42,TRUE,0,FALSE,83,West,1
ACC0413,National Textiles Pvt Ltd,Textile,224000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,Central,0
ACC0414,Blue Tech,Technology,93000,34,0.81,64,0.20,0.77,18,TRUE,1,FALSE,51,North,1
ACC0415,Ganesh Manufacturing,Manufacturing,1720000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,South,0
ACC0416,Reliance Logistics,Retail,119000,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,East,1
ACC0417,Apex Pharma,Healthcare,620000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,West,1
ACC0418,Surya Constructions,Construction,2680000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,North,0
ACC0419,Rapid Enterprises,Food & Beverage,133000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,South,1
ACC0420,Vijay Exports,E-commerce,3760000,42,0.90,154,0.46,0.90,40,TRUE,1,FALSE,80,East,1
ACC0421,InfoEdge Textiles,Textile,236000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,West,0
ACC0422,Global Solutions,Technology,90000,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,Central,1
ACC0423,Bharat Manufacturing,Manufacturing,1690000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,North,0
ACC0424,Zenith Traders,Retail,116000,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,South,1
ACC0425,Red Pharma Pvt Ltd,Healthcare,600000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,East,1
ACC0426,Lakshmi Constructions,Construction,2880000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,West,0
ACC0427,Tata Enterprises,Food & Beverage,127000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,North,1
ACC0428,Aditya Exports,E-commerce,3880000,41,0.91,157,0.48,0.91,41,TRUE,0,FALSE,82,South,1
ACC0429,National Textiles,Textile,213000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,East,0
ACC0430,Blue Tech,Technology,91500,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,West,1
ACC0431,Ganesh Manufacturing,Manufacturing,1590000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,Central,0
ACC0432,Reliance Logistics,Retail,117500,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,North,1
ACC0433,Apex Pharma,Healthcare,565000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,South,1
ACC0434,Surya Constructions,Construction,2780000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,East,0
ACC0435,Rapid Enterprises,Food & Beverage,136000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,West,1
ACC0436,Vijay Exports,E-commerce,3660000,43,0.88,148,0.44,0.89,39,TRUE,1,FALSE,79,North,1
ACC0437,InfoEdge Textiles,Textile,233000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,South,0
ACC0438,Global Solutions Pvt Ltd,Technology,86500,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,East,1
ACC0439,Bharat Manufacturing,Manufacturing,1630000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,West,0
ACC0440,Zenith Traders,Retail,114500,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,Central,1
ACC0441,Red Pharma,Healthcare,580000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,North,1
ACC0442,Lakshmi Constructions,Construction,2980000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,South,0
ACC0443,Tata Enterprises,Food & Beverage,130000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,East,1
ACC0444,Aditya Exports,E-commerce,3980000,40,0.92,163,0.49,0.92,42,TRUE,0,FALSE,83,West,1
ACC0445,National Textiles,Textile,226000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,North,0
ACC0446,Blue Tech,Technology,93500,34,0.81,64,0.20,0.77,18,TRUE,1,FALSE,51,South,1
ACC0447,Ganesh Manufacturing,Manufacturing,1730000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,East,0
ACC0448,Reliance Logistics,Retail,119500,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,West,1
ACC0449,Apex Pharma,Healthcare,625000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,North,1
ACC0450,Surya Constructions,Construction,2700000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,South,0
ACC0451,Rapid Enterprises,Food & Beverage,134000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,East,1
ACC0452,Vijay Exports,E-commerce,3780000,42,0.90,154,0.46,0.90,40,TRUE,1,FALSE,80,West,1
ACC0453,InfoEdge Textiles Pvt Ltd,Textile,238000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,Central,0
